id,fraud,roa,leverage,operate_cashflow,industry,account_receivable,inventory,firm_size,audit,profit_sales,sales_totalasset
AAV.2019,0.0,0.05232277502959608,0.3662784333124123,-74268460856.0,9,172592231890.0,-4360542906.0,27.10124255484958,1.0,0.05617532547543823,0.9314191700139482
AAV.2020,0.0,0.023941768320311443,0.3549794347170946,-24449609505.0,9,19774870664.0,-5725427596.0,27.121394282456258,1.0,0.04443589749823135,0.5387934005668363
AAV.2021,0.0,0.030417615450169962,0.18669600695751684,-369349456800.0,9,346373064901.0,-4589355370.0,27.62296818727594,1.0,0.06024554849900752,0.5048939914734292
AAV.2022,0.0,0.003257168516567445,0.2505816258554463,-29951178675.0,9,91898706660.0,-4216775937.0,27.707616611526788,1.0,0.007083118093543635,0.45984952863293377
AAV.2023,0.0,-0.01887381690897911,0.15053119460343725,30319080247.0,9,-123836816673.0,-3237773856.0,27.54557377209933,1.0,-0.2370060130274455,0.07963433782919889
ABR.2019,0.0,0.03249735681650197,0.18078817697265281,-77857467195.0,6,4346549617.0,-2533927225.0,26.277904277297388,1.0,0.31050482504694904,0.10465974823930126
ABR.2020,0.0,0.0875526917782429,0.16287355821480928,23161850947.0,6,-2549094805.0,1294522200.0,26.366742252241227,1.0,0.251669800674796,0.3478871582664668
ABR.2021,0.0,0.061836226203283405,0.18159051697576545,13258202571.0,6,21071230707.0,-1160441672.0,26.467918011724137,1.0,0.21200093702476636,0.29167902307931587
ABR.2022,0.0,0.0789685966439105,0.23382816583664814,48357365073.0,6,14010489347.0,12008320.0,26.642650731733514,1.0,0.2821188702488514,0.2799124942413596
ABR.2023,0.0,0.08066622101907184,0.17689788398490136,13845315508.0,6,-14066767777.0,-419821256.0,26.67412067265673,1.0,0.5772110345917107,0.13975169597395337
ABS.2019,0.0,0.04977939705982272,0.3918331533597001,-4795147473.0,6,73043838336.0,10671500544.0,27.220569030250974,1.0,0.041748009085606406,1.1923777480681184
ABS.2020,0.0,0.040945082058559075,0.6279909105303871,-272393529574.0,6,523720274287.0,-14568013329.0,27.78810671932393,1.0,0.04339659228976873,0.9435091535565656
ABS.2021,0.0,0.041025690639544234,0.41843554033070934,-562805723247.0,6,61685090831.0,14957535545.0,28.09660985642219,1.0,0.05451905383467673,0.7525018824418763
ABS.2022,0.0,0.01350271446053105,0.45744210893717363,-60702561918.0,6,89759908571.0,-15065681942.0,28.143408189926976,2.0,0.014039953505659277,0.961734984028852
ABS.2023,0.0,0.0052475820828951705,0.4212511821446932,-454578354158.0,6,243881845869.0,-1396936258.0,28.087942889927145,1.0,0.008083132728746997,0.6492015235915373
ABT.2019,0.0,0.09043428115345763,0.23273703338194793,-19132960700.0,2,-3317023734.0,39597045896.0,27.01198205315103,0.0,0.1348341044439969,0.6707077673439759
ABT.2020,0.0,0.026280497111273556,0.24461622141324876,9605065116.0,2,-7576054830.0,-7327050475.0,27.021617779054324,0.0,0.04312546327354325,0.6093962850805177
ABT.2021,0.0,0.05686469349417147,0.2956183599437206,-1912834571.0,2,11075735584.0,21699037806.0,27.110606327414594,0.0,0.09839001682385598,0.5779518626973531
ABT.2022,0.0,0.10326904385186038,0.24359634296096078,133837850681.0,2,-6066382280.0,-68527122851.0,27.15707357517718,0.0,0.10412337698543603,0.9917949920727682
ABT.2023,0.0,0.09805514742142793,0.2464980617928071,59926096797.0,2,45125322829.0,-16515996861.0,27.202365790648766,0.0,0.11988069012663356,0.8179394639607875
ACC.2019,0.0,0.09227500926548651,0.49985346345281223,23603076459.0,8,86808752952.0,-71042023151.0,26.93189613549165,2.0,0.09682570856988829,0.9530011257173799
ACC.2020,0.0,0.07122707191219861,0.44498991602261495,-271566899633.0,8,45612905721.0,275942707521.0,27.54000639212191,1.0,0.13410471665811308,0.5311302516956589
ACC.2021,0.0,0.03274805468836383,0.5958651475669584,-457486593390.0,8,216770929052.0,182525544189.0,27.792768319483294,1.0,0.10905800186465958,0.30028108097014283
ACC.2022,0.0,0.03885829335299967,0.4208290999340474,-438757901789.0,8,530198308451.0,375191052275.0,28.372851131332148,1.0,0.1270449004131912,0.3058626771056525
ACC.2023,0.0,0.029827140567440517,0.45364903860054356,-378501209725.0,8,-167111266402.0,94515735852.0,28.486305318571915,2.0,0.10766688019469461,0.2770317159139741
ACG.2019,0.0,0.1163747950539737,0.19350360424660845,383603378892.0,8,110648247808.0,-66850179114.0,29.061199881943168,0.0,0.10857030143168676,1.0718842401593367
ACG.2020,0.0,0.11047943894383366,0.2102855091240739,801860429353.0,8,5784791539.0,-186987297958.0,29.124625553933694,0.0,0.13010233326762136,0.8491733865877465
ACG.2021,0.0,0.09056523305000541,0.24205091720485167,170164358901.0,8,245737272504.0,247336628746.0,29.237036984990223,0.0,0.13621670422458998,0.6648614321242438
ACG.2022,0.0,0.11259520401345507,0.28442121204884724,388380051156.0,8,314103148088.0,86555856244.0,29.329789001571175,0.0,0.1365025172418465,0.8248580779940199
ACG.2023,0.0,0.07908550427165383,0.2442063767733738,613900267221.0,8,-11359363272.0,-332353029720.0,29.339776447638535,0.0,0.11557269273141743,0.6842923047180601
ACL.2019,0.0,0.0969844552201538,0.544017303667534,5269349294.0,2,-99646966883.0,244268366577.0,28.01027096035318,1.0,0.09954057749975763,0.9743208011867315
ACL.2020,0.0,0.01698263943680241,0.5815352431307392,-217551598340.0,2,-23454652003.0,267894454317.0,28.137562829509452,1.0,0.02938424129470854,0.5779505846850166
ACL.2021,0.0,0.028863511593422476,0.5155241654779453,361838886141.0,2,-103337742768.0,-121763646860.0,28.008209728807348,1.0,0.034385127049115186,0.839418494868269
ACL.2022,0.0,0.0796207731659442,0.44348783005141945,51857134959.0,2,28605196261.0,69894433310.0,28.02398849648239,1.0,0.10046471280680809,0.7925247675674301
ACL.2023,0.0,0.005632777918505498,0.5431334562514211,-192889183027.0,2,55390370077.0,170538897406.0,28.190168322340796,1.0,0.00881460849306593,0.6390275782454273
ADC.2019,0.0,0.0858130288392436,0.5526495487488051,13635927225.0,0,1578896232.0,-966180214.0,25.582864311310413,1.0,0.029208204141473713,2.937976892505856
ADC.2020,0.0,0.09005668659582222,0.5371721238963663,8070471117.0,0,-534654000.0,3598300019.0,25.6457638461875,1.0,0.03248087551878748,2.772606500207543
ADC.2021,0.0,0.07224670235946701,0.5348679061151496,-21584207334.0,0,26156259357.0,10072557663.0,25.691804865017943,1.0,0.034714306875259664,2.0811794577686378
ADC.2022,0.0,0.08120868475321685,0.5529713486746327,4800975323.0,0,-2107647370.0,17425286914.0,25.810587528961626,1.0,0.03368772514385662,2.4106313028389885
ADC.2023,0.0,0.08771641092660361,0.5190496423872868,28492648863.0,0,-9272788764.0,-10464838087.0,25.812391720348057,1.0,0.03296980403095545,2.660507500870991
ADG.2019,0.0,0.19480390270656722,0.38543341896545397,29586748173.0,0,20068220090.0,-553951581.0,26.064560283299734,0.0,0.11215441636079423,1.7369258298299588
ADG.2020,0.0,0.08880189594795754,0.46026453282652074,5458914545.0,0,184718898016.0,896392784.0,26.821363000641878,0.0,0.08687219403985107,1.0222131135219314
ADG.2021,0.0,0.08600025261034837,0.40068459886226615,74902761830.0,0,-64504046607.0,5958069063.0,26.831625890991432,3.0,0.06599028882917345,1.3032258857507648
ADG.2022,0.0,0.1285813004336442,0.20745269279578005,7103621196.0,0,-25379143860.0,-5452528249.0,26.73874632085621,1.0,0.09813632483674144,1.3102314626877531
ADG.2023,0.0,0.04943928641817755,0.23055451057533213,42747467439.0,0,-80451740263.0,607519924.0,26.832278151039496,1.0,0.05400340256482241,0.9154846559683647
ADS.2019,0.0,0.004777852876958453,0.7674577397052799,15290298449.0,1,117901228142.0,-12140944430.0,28.1811540827888,2.0,0.004857265601656304,0.983650734546867
ADS.2020,0.0,0.013299164650968236,0.7703108422321006,-18376924399.0,1,39574034818.0,86961820012.0,28.23963990138278,1.0,0.018250268138337696,0.7287106441483536
ADS.2021,0.0,0.050618509241163616,0.7058676413475887,125151133823.0,1,-49675385830.0,93505316318.0,28.31672496351466,1.0,0.0664086022094252,0.7622281987133809
ADS.2022,0.0,0.03435109004935466,0.6988144333779635,139815002025.0,1,215811471796.0,-120051124276.0,28.411123099822404,1.0,0.044277090889485525,0.7758208445783868
ADS.2023,0.0,0.029950585281698614,0.6332559980973929,-97977589433.0,1,50992245719.0,69828679050.0,28.54882760122865,2.0,0.04567412855451106,0.6557450843523649
AGG.2019,0.0,0.06172123251542293,0.7307884055323717,-15638407903.0,9,126857147853.0,2558521429738.0,29.317218731454226,0.0,0.8663661200176253,0.07124151220752639
AGG.2020,0.0,0.04559933650401502,0.7620583624281958,26816893932.0,9,815947410025.0,3122901954015.0,29.908636219831223,0.0,0.25361390083651786,0.17979825377714145
AGG.2021,0.0,0.03351954828441757,0.7870572208251583,872265329833.0,9,2068440499339.0,995436473360.0,30.16192259077428,0.0,0.23155589257346848,0.14475791530022247
AGG.2022,0.0,0.008699744573472641,0.7544162043549055,2815331306760.0,9,1501784501547.0,-3006889314252.0,30.037833630518747,0.0,0.015601884025491336,0.5576085913251536
AGG.2023,0.0,0.04953882875178717,0.6905199349168009,120747495970.0,9,195070838489.0,-1708287622255.0,29.860325379781724,0.0,0.11831881588011657,0.41868935539366015
AGM.2019,0.0,0.05222516128019678,0.42833155162788783,5841991255.0,2,42848546618.0,-19551766642.0,27.37233084389636,0.0,0.01901507615401442,2.7465133905956574
AGM.2020,0.0,0.03262901129743176,0.4213777855175877,64263906524.0,2,-12916690153.0,-37165911597.0,27.35474796883982,0.0,0.012619837967208551,2.5855332994143936
AGM.2021,0.0,0.024085370070882187,0.740005170621646,-656347102370.0,2,693670060371.0,-3428636672.0,28.249668886714677,0.0,0.01137311532712856,2.1177460509374058
AGM.2022,0.0,-0.14738289175903607,0.8152748886726862,-57298755568.0,2,-247204446003.0,-83275098494.0,28.088951664664208,3.0,-0.06787399867378512,2.171419021109767
AGM.2023,1.0,-0.17853788531669018,0.9823563688993908,107660704662.0,2,-29430620314.0,-103591242397.0,27.84377469823196,1.0,-0.28001203234282995,0.6376079049992363
ALT.2019,0.0,0.03427781467344671,0.12133019542564209,20036412322.0,6,14900719462.0,-9645570937.0,26.224910310706385,1.0,0.041575952914642854,0.8244625142764733
ALT.2020,0.0,0.013978932636779405,0.26926983328696874,42213933926.0,6,13631551535.0,-5012896375.0,26.401715523147143,1.0,0.021238364767600198,0.6581925110404315
ALT.2021,0.0,0.019021927415274868,0.22270447882123431,28336158130.0,6,-1867468601.0,-2488606893.0,26.34574861456719,1.0,0.023450350969411064,0.811157472230898
ALT.2022,0.0,0.0302016333849283,0.2979203523938865,-8339973618.0,6,9489568875.0,24167088286.0,26.467240779529376,1.0,0.036042655355944545,0.8379414082194452
ALT.2023,0.0,0.021483178762891565,0.32501766889117617,25614166790.0,6,-8963954329.0,-8461223314.0,26.512434299522265,1.0,0.023083990869591887,0.9306527144399003
AMC.2019,0.0,0.09822880403908685,0.46667343861955435,5934342395.0,8,2121038755.0,2996911823.0,25.250449190647682,1.0,0.06528389165578691,1.5046407551345728
AMC.2020,0.0,0.0795966609295187,0.4772641739866558,17991229561.0,8,-2017632373.0,-243009323.0,25.2848247579198,2.0,0.04962899726894226,1.6038337526382012
AMC.2021,0.0,0.0827917468125238,0.4110244866807975,4745101306.0,8,6623760246.0,-5167059269.0,25.17183188459114,1.0,0.04485984841078608,1.8455645693313887
AMC.2022,0.0,0.08439980579549315,0.3326051707815219,20789990847.0,8,-12004894742.0,1773352909.0,25.039091639141812,1.0,0.03826007106866958,2.2059500528373692
AMC.2023,0.0,0.08213769299041673,0.3467105569046731,5239144720.0,8,3154674140.0,3515030603.0,25.084603780989664,1.0,0.04382644432371343,1.8741582680932665
AME.2019,0.0,0.01712058341144602,0.7259304658011652,-416020379403.0,6,197639509260.0,241295375556.0,27.735706139884016,1.0,0.018835657832412745,0.9089453399384123
AME.2020,0.0,0.010145189040202767,0.8426585018060669,-3697545885.0,6,502986786405.0,428088034242.0,28.36005070717464,1.0,0.014907853931137733,0.6805264585409383
AME.2021,0.0,0.007201662969128057,0.8811517287452998,-162295096210.0,6,1002253914711.0,-155968313921.0,28.696858640912744,1.0,0.011715321924061094,0.6147217307223269
AME.2022,0.0,0.009717111930128539,0.6430727589181776,-273814270420.0,6,-1104106808086.0,316050497086.0,28.394279406282205,2.0,0.009418575023394805,1.0316966107922056
AME.2023,0.0,0.008424961011427293,0.6872478966355718,-444945392892.0,6,632248066244.0,-211341437834.0,28.553708111838265,2.0,0.00956863136423135,0.8804771226657107
AMV.2019,0.0,0.2572824208813988,0.09218770583652088,-24561717698.0,5,218026806971.0,7662222470.0,27.49403148157496,2.0,0.46027528661533335,0.5589750924351015
AMV.2020,0.0,0.09420498903673637,0.11001405222996935,94493576887.0,5,20487710282.0,19985321424.0,27.548141870904264,1.0,0.5353181919054486,0.17597942767724112
AMV.2021,0.0,0.05118288924127629,0.20640464590750326,-530957523035.0,5,261440660365.0,272042189112.0,28.056314115671917,1.0,0.3552959049251414,0.14405707617727878
AMV.2022,0.0,0.028179546556780698,0.1624111404828959,-353379527688.0,5,505258979842.0,-69769954637.0,28.325124375511255,2.0,0.19804840886135197,0.14228615477798862
AMV.2023,0.0,0.0070203471279340415,0.14335893569197292,-137858311994.0,5,18062425820.0,74078672880.0,28.310534935468564,1.0,0.07046013583022853,0.09963573083153494
ANV.2019,0.0,0.17028123142414903,0.42290399656891575,327793926504.0,2,-129167700734.0,621160025084.0,29.050411128988436,1.0,0.15579123100108175,1.0930090887013189
ANV.2020,0.0,0.041821878242964954,0.5171833176313717,-29531664674.0,2,-2405692713.0,316865058607.0,29.206711877040345,1.0,0.058136703021252734,0.7193713449432512
ANV.2021,0.0,0.02634222638044732,0.5220995129774529,250469449275.0,2,-48225608117.0,-120657009359.0,29.217636533404416,1.0,0.03673617322926383,0.7170650632565956
ANV.2022,0.0,0.12322384346133808,0.47286286951899464,265607743084.0,2,63092951532.0,553689412508.0,29.32987059783852,1.0,0.13653752890012058,0.9024906518666991
ANV.2023,0.0,0.007665592374643116,0.4429785832025263,-81705978889.0,2,-55438278384.0,13498924138.0,29.262742912663445,1.0,0.00878384395385749,0.872692230749012
APC.2019,0.0,0.05467826646774952,0.4154329664928833,42344621974.0,6,-71456926245.0,17794423.0,27.654384823878107,2.0,0.39052047452316907,0.14001382778844682
APC.2020,0.0,0.0450303484398784,0.3676072486196892,23803104768.0,6,-12705973933.0,-57031572.0,27.64304519892706,1.0,0.32100145251068296,0.14028082454978857
APC.2021,0.0,-0.0015955096250612275,0.3646475953227496,-31607759334.0,6,48949083372.0,22087554.0,27.630871052261558,2.0,-0.012410286640947196,0.1285634789285941
APC.2022,0.0,-0.009248300733062995,0.3569790996715538,38963971278.0,6,40068115840.0,498638018.0,27.6045935034354,1.0,-0.06635557760320114,0.139374881014024
APC.2023,0.0,-0.03998885724067212,0.33671212134785045,-12717280355.0,6,-39141716422.0,106322892.0,27.51502026727406,1.0,-0.3020011785864635,0.13241291781655493
APH.2019,0.0,0.07125930704173297,0.5932017337517405,358647986972.0,8,912262167654.0,469362915885.0,29.93240517656579,0.0,0.07465644825798927,0.9544963456536689
APH.2020,0.0,0.02321022748011113,0.5789967583314707,689317094931.0,8,-649017520553.0,-176346509278.0,29.9760457433351,0.0,0.028503969969460852,0.8142805196952763
APH.2021,0.0,0.019341978956158017,0.5179344241179571,424679976444.0,8,739544229047.0,179753699001.0,30.142899691502745,0.0,0.016097993107052438,1.201514923477288
APH.2022,0.0,0.0045729956612363485,0.5016568147058073,252757665591.0,8,-641549734673.0,818418963693.0,30.16107321407124,0.0,0.0033079914651334284,1.3824085428986728
APH.2023,0.0,0.017723443461044184,0.5370831344404338,2776548608874.0,8,-508544105853.0,-1142168619914.0,30.146495441772426,0.0,0.015091431297531335,1.1744044094706507
API.2019,0.0,0.009858959129894191,0.7990395409015435,81986274253.0,9,126752072679.0,405977056625.0,28.528240031163936,1.0,0.05354689165513209,0.1841182340403746
API.2020,0.0,0.017497485677225283,0.8172426542975447,-65895000379.0,9,-195074813118.0,583864826703.0,28.708985042778355,1.0,0.10493047956798952,0.16675312787346805
API.2021,0.0,0.07070844540384952,0.7034949756389705,-214644015609.0,9,97789625074.0,-182920382063.0,28.67838213843538,1.0,0.1725388574386668,0.40981171692866103
API.2022,0.0,0.047855129910833925,0.6112794462320773,-110905094299.0,9,127272241388.0,-444808863263.0,28.560961260183575,1.0,0.15497243842504582,0.3087976829762513
API.2023,1.0,-0.023541549380159506,0.5925829420285026,-61358440746.0,9,-199149613753.0,-203519580247.0,28.45780992800905,1.0,-0.255050984019085,0.09230134700596934
ARM.2019,0.0,0.046607077158253504,0.7401031221304094,-8918585005.0,6,24425918890.0,7063852208.0,25.802818293697555,1.0,0.02579316644021364,1.8069544608369328
ARM.2020,0.0,0.008958037599620014,0.8119769562321948,-48113417242.0,6,59317288434.0,1938370179.0,25.989281466832026,2.0,0.009675475552946688,0.9258498510589306
ARM.2021,0.0,0.016107628621001575,0.6965572458589662,39680779532.0,6,-63063165556.0,-5275360303.0,25.510023697694567,1.0,0.010088426771205137,1.596644252498985
ARM.2022,0.0,0.019865873894856376,0.7011856905926053,18439490389.0,6,3238210846.0,-3861982499.0,25.506188286389456,1.0,0.01315507866304085,1.5101296163792228
ARM.2023,0.0,0.021998811890356566,0.789393918008928,-48317067175.0,6,57516466834.0,2434891867.0,25.903055555184732,2.0,0.019131626741800568,1.1498662496007988
ASG.2019,0.0,0.11071786811835191,0.25919488545666075,182146653744.0,6,62685411085.0,3256674352.0,27.976251228536462,1.0,0.17626065684208486,0.6281485051853976
ASG.2020,0.0,0.029195964428018396,0.337743172631544,119204401875.0,6,-57152493146.0,-913416252.0,28.322390986926642,1.0,0.08460976475305657,0.3450661340712885
ASG.2021,0.0,0.016292907878429262,0.35498637937782707,70743835077.0,6,38866813301.0,5067105698.0,28.39119001489812,1.0,0.048247871028436806,0.3376917474519526
ASG.2022,0.0,0.04875115362004472,0.39415806326724495,182567342817.0,6,359943428023.0,19687314456.0,28.76295148663005,1.0,0.07637880684687884,0.6382811624405063
ASG.2023,0.0,0.008860305250209309,0.39333165028744393,148667512428.0,6,-89082571626.0,-1226321755.0,28.746199043342106,1.0,0.014073128555040204,0.6295903015137345
ASM.2019,0.0,0.05279116772241524,0.5959382874019936,762761385990.0,9,-100293321305.0,588582020688.0,30.37805557243479,1.0,0.05713786718655816,0.9239261162837822
ASM.2020,0.0,0.03251181111719999,0.6096412042969,144039803451.0,9,190066413164.0,142475202067.0,30.499181063920094,1.0,0.045276613157734215,0.7180707400515065
ASM.2021,0.0,0.038740888592936666,0.5830099486699513,1087581057058.0,9,988649793539.0,-185436199743.0,30.53074423162196,1.0,0.06139367696188366,0.631024081144203
ASM.2022,0.0,0.05043316213511558,0.5892446607373657,-339845752798.0,9,38294283163.0,332271596816.0,30.579994287710267,1.0,0.06971366605882477,0.7234329362704839
ASM.2023,0.0,0.012394433179114248,0.6146103545520802,-353272990058.0,9,-88459276340.0,1367881387282.0,30.642009085261893,1.0,0.020989747095258988,0.5904994053936845
ASP.2019,0.0,0.024613197414962224,0.6955914410769595,268299896068.0,3,-5345103884.0,100674965868.0,28.11776212317699,1.0,0.014796835068418314,1.6634095940891782
ASP.2020,0.0,0.017817135594771116,0.7174815633853476,40697067042.0,3,67992797132.0,-97211796985.0,28.216615184962638,1.0,0.011566580440534093,1.540397845877809
ASP.2021,0.0,0.012498030033346265,0.757640778245729,294604492296.0,3,159379352197.0,-2233793737.0,28.338115630488065,1.0,0.007338959119649131,1.7029703844356316
ASP.2022,0.0,0.006508164744725921,0.766825068091868,-179231513206.0,3,214433334119.0,8389268253.0,28.374418740441655,1.0,0.00332484919870386,1.9574315572757481
ASP.2023,1.0,-0.03706253172934085,0.8281549137438379,117492501358.0,3,213502304349.0,16496517532.0,28.45161808530018,1.0,-0.02199275576733441,1.6852154464603022
AST.2019,0.0,0.24306632217206894,0.2628317976179339,209853081407.0,1,-141143567398.0,59777717569.0,27.496013241677858,0.0,0.18612656929216634,1.3059195315125762
AST.2020,0.0,-0.08247886385044696,0.13554125144876988,-85963478655.0,1,24075189777.0,-54133995200.0,27.16097109508354,0.0,-0.14338671790548757,0.5752196929761121
AST.2021,0.0,-0.2557130865084439,0.1792425609187236,-84300420469.0,1,15211494416.0,-19925155217.0,26.942928531903046,0.0,-0.8307813171941549,0.3077983113198528
AST.2022,0.0,0.05839311782790082,0.21316112545737897,97576195741.0,1,-18101063264.0,25323528723.0,27.084336219274782,0.0,0.055974786628220745,1.0432039377968942
AST.2023,0.0,0.19783075066496686,0.227947305411383,178271503645.0,1,-8704418216.0,46974756656.0,27.358220088944186,0.0,0.13694511861558387,1.4445987755160075
ATS.2019,0.0,0.0007865515733956396,0.18199017998688016,7136559045.0,1,4844192584.0,-6442678542.0,24.66516104361801,2.0,0.0010188764877915525,0.7719793152755102
ATS.2020,0.0,0.0025429197104719363,0.21752590009901954,-22094031639.0,1,-1537198692.0,8230417.0,24.70017236827864,1.0,0.003680969086998117,0.6908288688036018
ATS.2021,0.0,0.03775394684317478,0.2825204568727785,4117667454.0,1,4498854728.0,-39329210.0,24.802772764179885,1.0,0.05812486311916854,0.6495317978774595
ATS.2022,0.0,0.016766606271063154,0.10367112584552121,-9852875506.0,1,-8669961599.0,16254075.0,24.599092839229556,1.0,0.019137068934692445,0.8761324071246867
ATS.2023,0.0,0.004581204375271124,0.13775078896409895,-139081560.0,1,-31631567743.0,41383227.0,24.643183145922684,2.0,0.004815564208716963,0.9513328400810006
BAF.2020,0.0,0.008735848384170918,0.8921832886322911,1822777038282.0,2,-643283103582.0,98327572822.0,29.288455086044397,1.0,0.00356749875711176,2.4487320049533654
BAF.2021,0.0,0.05896582295121384,0.7334152668430092,157332934324.0,2,-643283103582.0,98327572822.0,29.327965384744314,1.0,0.030837808099288332,1.912127566309573
BAF.2022,0.0,0.06085279994184961,0.6315008141779043,-269396903512.0,2,-1447901997385.0,-205896943959.0,29.184755199306867,0.0,0.040615917635071185,1.4982500331176614
BAF.2023,0.0,0.004641402597988391,0.7079245292249482,-419703972673.0,2,-358636184514.0,711140016630.0,29.50798849874621,0.0,0.005827057130374938,0.796526015472538
BAX.2019,0.0,0.0954624197149745,0.7966204314825471,291561395070.0,9,7942200706.0,0.0,27.51523083154268,1.0,0.46265750375703785,0.20633496471961704
BAX.2020,0.0,0.16761017305797962,0.6781245599123337,72571885837.0,9,-3741808449.0,34613957485.0,27.49016583876863,1.0,0.46768545438663905,0.35838226629861153
BAX.2021,0.0,0.07283358083612286,0.7266734016655549,34447742838.0,9,2331111917.0,34946035287.0,27.442729610649852,1.0,0.35096772070149124,0.20752216383474778
BAX.2022,0.0,0.08421785664029033,0.6807768559839762,72152971127.0,9,8020608799.0,-53654005911.0,27.3667392502382,1.0,0.2783544164390946,0.30255620772130853
BAX.2023,0.0,0.03968697277050873,0.7093722268799214,-3603635197.0,9,11458370668.0,-2051983148.0,27.309203798535563,1.0,0.38600681272670573,0.10281417700937638
BBC.2019,0.0,0.06076886292515594,0.3607701987046618,298696627165.0,2,9789982539.0,14951075475.0,28.082382257791487,0.0,0.06304223013433488,0.9639389786126744
BBC.2020,0.0,0.06261179546200159,0.28992255111215276,-424344589945.0,2,196196599904.0,10138857375.0,28.064815906205325,0.0,0.07862899363804016,0.7962939949381527
BBC.2021,0.0,0.013662556620982433,0.4013775925697226,505046454718.0,2,-140524520026.0,-40613161049.0,28.12543569400724,0.0,0.02031717694115316,0.6724633378227092
BBC.2022,0.0,0.10425800496645049,0.26321992081267986,-81005784954.0,2,-24669930702.0,26921534656.0,28.246410935585484,0.0,0.11917438690166235,0.8748356729745945
BBC.2023,0.0,0.041310569514339694,0.3932734608643897,86865992681.0,2,586725628253.0,13026461347.0,28.475940740852202,0.0,0.06365353264568269,0.6489909954297185
BBS.2019,0.0,0.013083211041449388,0.7543025367649866,11778534770.0,8,5238148435.0,3508048099.0,26.78397627110954,1.0,0.012365075467970773,1.0580777347731358
BBS.2020,0.0,0.017473354387389634,0.7237083495023607,23769708039.0,8,-15013596409.0,-1506612631.0,26.67831910708051,1.0,0.013738896262398003,1.2718164584452445
BBS.2021,0.0,0.02587258979460178,0.7198525572031808,31673748668.0,8,32932723879.0,4002960172.0,26.701049798510418,1.0,0.019505770113661284,1.3264069884880556
BBS.2022,0.0,0.02274331641528096,0.6825711835142222,27812690859.0,8,-54029524987.0,5129031336.0,26.562487475788583,1.0,0.017422440972391956,1.3054035569023077
BBS.2023,0.0,0.018900287814836818,0.6419038698613652,44460337825.0,8,-4685477806.0,-8282487230.0,26.424901826073285,1.0,0.015909958924674006,1.1879532753240019
BCC.2019,0.0,0.02714258401838149,0.5579052195787708,519887682646.0,8,16149471295.0,-422811241927.0,29.143712595548422,0.0,0.032192361130462414,0.8431374110269124
BCC.2020,0.0,0.0351126509602375,0.4874535869336096,437773157077.0,8,-38698089453.0,-7563391520.0,29.04877662106783,0.0,0.03371006474146743,1.041607342778097
BCC.2021,1.0,0.020120289301168857,0.4534482167938741,422649478602.0,8,-1394486197.0,-27250240685.0,28.985926517580854,0.0,0.018012134499038754,1.1170408094744468
